5,family guy is an american animated sitcom originally conceived and created by seth macfarlane for the fox broadcasting company the show centers around the griffins a dysfunctional family consisting of parents peter and lois their children meg chris and stewie and their anthropomorphic pet dog brian set in the fictional city of quahog rhode island the show exhibits much of its humor in the form of metafictional cutaway gags that often lampoon american culture the family was conceived by macfarlane after developing two animated films the life of larry and larry steve macfarlane redesigned the films protagonist larry and his dog steve and renamed them peter and brian respectively macfarlane pitched a sevenminute pilot to fox in december 1998 and the show was greenlit and began production family guys cancellation was announced shortly after the third season had aired in 2002 with one unaired episode eventually premiering on adult swim in 2003 finishing the series original run favorable dvd sales and high ratings from syndicated reruns since then convinced fox to revive the show in 2004 a fourth season would begin airing the following year on may 1 2005 catherine seipp of national review online described the show as a nasty but extremely funny cartoon2 caryn james of the new york times called it a show with an outrageously satirical family that includes plenty of comic possibilities and parodies3 the sydney morning herald named family guy the show of the week on april 21 2009 hailing it a pop cultureheavy masterpiece4 the new yorkers nancy franklin said that family guy is becoming one of the best animated shows she commented on its ribaldry and popularity5 ign called family guy a great show and added that it has gotten better since its revival they stated that they cannot imagine another halfhour sitcom that provides as many laughs as family guy the series has been nominated for 12 primetime emmy awards and 11 annie awards and has won three of each in 2009 it was nominated for a primetime emmy award for outstanding comedy series the first time an animated series was nominated for the award since the flintstones in 1961 in 2013 tv guide ranked family guy the ninth greatest tv cartoon of all time6 the series has also attracted criticism and controversy for its characterization cutaway gags sexual content antisemitism racism violence sacrilegious humor and writing many tiein media based on the show have been released including stewie griffin the untold story a straighttodvd special released in 2005 family guy live in vegas a soundtrackdvd combo released in 2005 featuring music from the show as well as music created by macfarlane and walter murphy a video game and pinball machine released in 2006 and 2007 respectively since 2005 six books published by harper adult and laugh it up fuzzball the family guy trilogy 2010 a collection of three episodes parodying the original star wars trilogy a spinoff series the cleveland show featuring cleveland brown aired from september 27 2009 to may 19 2013 on may 11 2020 fox renewed the series for a nineteenth season78 on september 23 2020 fox announced that the show would continue through a twentyfirst season9 the twentyfirst season premiered on september 25 2022 and will include the shows 400th episode10 currently 399 episodes of family guy have been broadcast
5,love your shows always intelligent
5,andrew tate isnt not remotely trangressive his mindset is completely 16th century
5,its almost like people just dont want to know truth theyre okay being ignorant its strange
5,why are there a bunch of comments here just commenting the same thing about andrew tate bots
5,can i like this about a billion times love this guy total bucher
5,new year same old problems
5,whos ready for another bad year for america
4,i hope you had a lovely holiday congratulations on your new puppy
4,we got to stop voting just for party lines so we can go for the bigger picture sorry ben but we arent voting for rhinos just so democrats lose someday we need stand up for our actual values
4,ben the obvious answer to your question about mccarthy is that he will not say no to joe biden thats why we call them rinos
4,andrew tate fans about to write 10 paragraphs about why he isnt just scamming desperate dudes out of their money
4,the ground we need to stand on is that secularism is a religion we are a religious people and buying into any aspect of neutrality will fail
4,yes any republican should just plant their feet and say no but there is real push back against kevin mccarthy because the party cant depend on him actually say no
4,woke women today are destroying men it is so sad to witness this phenomenon
4,i have problem with the main message that tate is selling what i have an issue with is the nonsense he opens up with to attract people hes a top con artist over a top g to me he isnt saying things that people wont say hell say them in a attention seeking manner to piss you off or to make you think hes speaking nonsense then finish with something that makes sense that is basically common sense but still doesnt actually deal with the nonsense he said in the first place to grab your attention and his audience will look up to him like a messiah for saying basic things kids like to listen to nonsense made sense to a degree plus people like ben saying hes speaking facts is what people need to stop and expose his real agenda because all hes doing is conning young men with entertainment to purchase his products and call him jesus
4,ben has a puppy this year is going to be one for the books
4,thank you for the valuable theological civic discussion on our wellbeing ben
4,happy new yearplease take care and stay safe everyone 
4,two things the left dont understand action and application
4,im concerned about the shear number of non youtube friendly accounts in this comment section 
4,everybody should calm down regarding damar hamlin it just means the shot is working thanks jim eagle
3,been saying essentially this for years when one is young they tend to look at whatever their parents or especially grandparents do and think its simply old fashioned and there is surely a better way they are just stuck in the past they need to get with the times but as one grows up and gets older they quickly realize that there are good reasons they did things the way they did they werent simply old fashioned beliefs without reason they had good reasons they had wisdom and reason in their decisions even those things that are simply tradition have a lot of good in them
3,if we continue to allow poor people to breed we are doomed wow
3,when it was announced that the former pope died all children around the world breathed a sigh of relief if just for a moment
3,ben shapiro is pretty based in regards to his opinion on tate i think tate is a symptom of radical feminism dominating the narrative when you call masculinity toxic long enough men start to feel alienated they then start to look for someone to counter that argument in its most extreme form i like a lot of his dating advice for men i think where he fucks up is acting like just because you are rich morality doesnt apply to you a poor man must be monogamous because he has no choice a woman must be monogamous because its immoral if she isnt but a rich tall athletic man can fuck a new girl every day and its just fine i call bullshit its just as immoral and just because that opportunity arises very easily doesnt make it less moral whether or not hes guilty is irrelevant to the fact that if he wasnt a sexual deviant he probably wouldnt be in this issue the fact that he sleeps around with a new girl every day means he has a new girl who could lie to get him in trouble every day married men who dont cheat rarely have these accusations thrust upon them promiscuous men oftentimes have this issue dave portnoy is another excellent example the dude was doing crazy nasty shit with 18 year old girls and he got exposed for it
3,my question to ben why does he think mccarthy will say no to biden on everything
3,mccarthy wont say no thats why
3,the people oppose mccarthy because we find it likely that he is one of your quality candidates and will do as much to oppose the regime as mcconnells senate just did
3,nothings changed the problem is kevin mccarthy rep bob good rva kevin mccarthy is the right guy to lead this conference the right guy to be speaker of the house rep dusty johnson rsd
3,they say religion is out of datethe first name god gives to moses to tell the people is i am how can the eternal present ever be out of date the biblical thinkers are not behind us today they are way ahead of us
3,thank you for always being willing to speak the truth hope you had a happy hanukkah as well
3,happy new year ben good episode
3,serious question has anyone ever seen lobotomies taught in a history textbook it should be in his farewell speech dwight d eisenhower not only discussed the military industrial complex but scientism the topic can be easily woven into high school curriculum
3,tate is top g bro so watch your attitude
3,excess deaths wasnt a thing until mr na showed up
3,ben you might want to do deeper research on pope benedict he had a lot of flaws
3,the weird paganism and narcissism that ben mentions are the core difference between the woke and those still grounded in reality those in the latter category believe that reality can only be changed when reality is first understood as it is and then changed with methods that correspond to that understanding the former believe that reality is not something outside of any one persons perception but a matter of mind which the selfcongratulatory anointed can change by willing the change literally that is what they believe it is also that occult belief that is uncannily behind many of the historic movements with deadly results it would be unbelievable if those who subscribe to that set of beliefs didnt explicitly say so but they do in their books and on their websites it can all be heard straight from the horses mouth just as plainly as paul ehrlich plainly said that mass death was the alternative to mass sterilization
3,congrats on the puppy ben
3,do you think 2023 will be better than 2022
3,christianity is just as nonsensical as wokism
3,this comment wont get more than 10 likes
2,i want jim jordan as house speaker
2,im 24 and had no idea who andrew tate was til ben and candace shed light on him last year still really dont know what he does happy new year conservatives 
2,its not rocket science why my generation gen z is so depressed you cant uproot 2000 years of tradition and culture and throw us into a dystopia si fi world where we can do whatever the hell we want personally i wish i grew up in another country like korea japan eastern europe taiwan brazil or hell even russia because id rather be a slave following godly orders and love my heritage religion tradition and community rather than be liberated and free as i am now in godless la
2,i have mixed feelings and i listened for some 15 minutes i am all for traditions however the truth ben is pushing is the truth of faith ifwhen this truth is in conflict with historical reality i have a problem actually i can see many problems unlike ben i am europeanborn unlike bens my alma mater is medieval and i was interested in the history of universities yes they were founded by christianity but they were much less charming places than ben imagines i didnt follow pope benedict closely but i do know that he pushed for the beatification of pius xii our californian ben doesnt seem to have a problem with this fact and the tradition behind it but i do we have a serious problem with at least one generation but its idiotization was caused for a number of factors including the fact that parents worked for the bezos 60 hours a week and had no time for kids and the fact that those who created our totally artificial reality including autistic geniuses were applauded and stimulated as saviors more innovation huh more domination huh more aggression huh etc i didnt hear the rights appeals to slow down yes there is a tradition smell the roses yes there is a tradition etc clearly ben can read i hope that one day he discovers the history and finds joy in reading it
2,30 bugattis 
2,yasher koach excellent show mr shapiro
2,i have a son and a daughter that i home school i promise to try to teach them the real truth im not sure i was but i promise to try
2,the cops had been investigating tate long before he got into it with greta the idea of a conspiracy against him because of his internet fame sounds silly to me he simply got caught up
2,best throw away line of the episode was did he actually fight corn pop
2,im moving to conservative philippines
2,why does ben love mccarthy so much
2,romania is a member state of the eu the special police force arresting those celebrities are not corupt in romania many women are traficked the uk police was trying to find the location of thes3 vips what deconspired their location was the pizza company appearing in some pics theyve posted online these are few facts
2,this is the year to it be sided but perseverance
2,if matt walsh was truly a good man he would let ben borrow at least a little bit of his voice holy cow ben please start screaming for 1hr straight before every show
2,could say the same about ben somethings that ben says are good and some things are really not good but will ben get cancelled 
2,i could be completely wrong but i predict 2023 is going to be a filler year things wont become interesting until 2024
2,whats with the bots in the comments section daily wire will never pick up tate if they know what good business is
2,the bots have already taken over i see im really hoping to see much less of them in 2023
2,jesus christ died for our sins according to the scriptures and that he was buried and that he rose again the third day praying for everyone everyday god bless you all 
2,this comment wont get more than 10 likes
1,2023 is going to be the beginning of the end for the leftist toxic ideology simply because these ideology has been now permanently imprinted in some people mind now these ideology will come to haunt people wait for a lot of depression and social unrest
1,bens thought provoking and realistic take on where our country is and needs to be
1,so disco is gonna come back
1,i was pretty upset when ben didnt have an episode for yesterday but i also get that he deserves a break too glad to see that hes still doing these happy new year ben and everyone at dailywire d
1,lets see jbs tax records
1,hey ben love your content would love time stamps on your talking points on these videos if possible
1,incredible episode in fact its too good to be just an episode i believe ben just reveled the major problem in the west right now i keep saying there is a reason we do things this way because the culture is to reject all ancient wisdom there is a reason that god devoted an entire book to wisdom the book of proverbs because humans have a tendency to move the ancient boundary stones for political and cultural expedience
1,i doubt andrew tate has critically looked at the bible when it comes to marriage or anything
1,pope benidict ignored and covered up the truth of child abuse in the church
1,were simply living during the time of the fall of the roman empire
1,loved the show today you started off 2023 in style keep it up
1,i appreciate bens perspective on many things the problem though is ben too is no prophet and is wrong alot heads up there is unprecedented climate events happening at greater frequency many catostrophic tipping points also why is bens ideology for population explosion right and others wrong what planet supports 20billion 50billion unbelievsble the ignorance
1,i think andrew tate is an image of what jesus means when he says all who come in by other ways are thieves and robbers whatever your belief about jesus is the thought being expressed is that just because you can say true things or construct a kind of morality outside the church synagogue etc it is a false stolen parody of truth and does not bring redemption unless that truth emerges from and within the incarnation of the divine
1,is it true that biden just made it were children can have trans surgery and there is nothing the parents can do legally
1,yeah but you were super duper wrong about the midterms soooo
1,the holy spirit is the spirit of truth when you oppose the truth you oppose the very essence of god
1,ask any 10 year old what a hormone is
1,the problem with marriage today in the us is the man has all the responsibility and none of the authority the woman can divorce you for any reason so you better do as she says which makes her resent you more take the government out of marriage and responsible men will get married
1,one saint and two sinners on your thumbnail
1,i dont think that tate is arguing in favor for gen 
1,this is going to be a good year
1,eric adams honestly doesnt strike me as a very intelligent human being
1,andrew tates voice is so annoying
1,republicans have always been wishy washy lazy clowns im not expecting much from them they are cowards that dont fight for their constituents of course that is better than the insanity of the left but gop does not fight it
1,once again ben is a numbers guy not a strategy guy it matters who the speaker is because if you have a milk toast like km then it shows the base they are not serious about issues like transing the kids or investigating pos biden
1,well said
1,happy new year ben shapiro hope you enjoyed your holiday time with your family 
1,i kind of think the last pope was part of the problem he could have issued official statements to the effect of just to clear up everyones confusion catholicism and christianity does not support homosexuality or transgenderism catholicism and christianity does not condone abortion period why didnt he ever say anything like if you support those things you are not catholic or christian im looking at you former vice president joe biden something like that
1,what if the nevermccarthyrepublicans cast their votes for a conservative democrat like jared golden out of spite for mccarthy
1,politicians are looking more and more like children so petty
1,he was wrong about all this but he has gotten his way low birth rates and increased death rates
1,thanks for the show ben daily wire team
1,when people have been consistently wrong following their advice is a stupid b self destructive c progressive policy d all the above
1,i moved to the right in large part to escape polyamory basically polygamy in practice on the left if the right starts practicing it by regressing all moral progress back by thousands of years to promote polygamy i am just going to be a nun im not a harem member i would snap ice mfs lol not made to be a sx slave sry ladies dont buy that bs from these andrew tate small d energy beta fbois bless 
1,debate tate if you disagree thanks
1,plus tate is muslim now nice conservative values like the taliban
1,i hope the puppy diesjust like all puppies need to
1,ratzinger was literally a nazi youth look it up
1,i cant believe you can get arrested these days for just ordering pizza
1,time for a national divorce
1,i knew tate was eventually going to self distruct
1,32000 returns in just 16days my financial life is totally changed mrs angelia marie brown you are amazing
1,they cheated and they will cheat again
1,much skullduggery is afoot
1,new year same idiots in charge
1,christianity is just as nonsensical as wokism
1,this comment wont get more than 10 likes
1,urgent emergency please join me in prayer for damar hamlin and family he collapsed during football game in critical condition he desperately need your prayers please pray for him god bless you all
1,new year new problems by woke progressive leftists
1,christianity is just as nonsensical as wokism
0,i think this is spot on many in my generation will be fighting the good fight for the western tradition as the cultured elites would like to see the west collapse in on itself ratzingerpope benedict a supposed stick in the mud is in fact a prophet for those in my generation who know that truth outlasts falsehood
0,thank you there are so many things to thank you for i will not go through the list i will however tell you that there are young people here in australia of diverse ethnicity who listen to you
0,i dont get it ben claims to believe in god yet in the same breath says he believes in the theory of evolution how can he swing the mental gymnastics to do this
0,i am 56 and dont really have any friends well i did before i was labeled a domestic terrorist white supremecist threat to democracy by our own president but for 30 minutes every week i go to my guitar lesson nothing feels better than time with a real person and to have a common interest it is the only time i ever feel good during the week
0,tate x ben debate
0,i wish i could talk to tate about what he says at the 35ish min mark about the bible saying the father of the bride gives her to the man if hes just citing records of cultures around the world and really doesnt care about whats right good or god wants then theres nothing more to say but if he or anyone is implying by his reference to the bible as being all one needs to know about biblical doctrine all the truths about marriage manhood womanhood parenting etc then theyre way off god god is the 1st one to say anything about marriage at all and what he said regarding parents and the leaving of them and entering of marriage actually only referenced the man and his parents obviously the rest of the bible upholds the understanding that the manhusband is in a unique role in society and the marriage and family as being created 1st and being the head of his wife leader and most responsible for the 2 of them as a unit before god and above their children that in a fallen world among corrupted mankind women in particular needed protection and the ungodly cultures in particular didnt recognize their equality as adults in their society or members of mankind with asst rights so understandably they were to be protected by the father in particular and a man would have to ask that father for permission to take his daughter away and enter into marriage with her but i dont think anywhere in the bible old or new testament states that as a command for the most part it is mostly just recording the cultures and customs of the peoples of those places and times and god didnt focus on changing every last little thing about them when they converted but focused on things of eternal and spiritual importance and encouraged and even commanded things which would bring about the rest of anything needed naturally as one did those things things like reading gods word throughout the day and work and travel and home time withto you kids of loving trusting and fearing god above all things all of the ten commandments plus love your neighbor as yourself covers basically everything of seeking after wisdom of applying it and ones parents teachings not paying lip service only to god and on and on proverbs mentions how to treat ones mother many times and no man who honors his mother and god will dishonor or mistreat his wife and daughters the way god commanded the kings to not multiply wives unto themselves vrs what other nations taught or embraced sadly and with tragic results this was disobeyed not that anyone else should have multiple wives or husbands or adultery or fornication the account in creation and other things said made it clear god have never ordained thatthose never okayed it he dealt with deals with each of his people and israel at large according to his plan and purpose knowledge and wisdom tate should be ashamed of even bringing the bible into it if he doesnt care about gods word or will and apart from seeking god and his word theres no point in discussing morality or truth either
0,ben love ya agree with much of your positions though tate isnt a self described misogynist when has he said that
0,andrew tate is a top g
0,ben has some explaining to do 
0,to prevent dooms day you have to stimulate base employee jobs and innovation public handouts to not stimulate the work that is needed to drive an economy but quite the opposite make people have to work and pay them a stimulating wage to keep them working meaning something that is adequate to meet cost of living and give them some financial freedom
0,i like mccarthy he said he is going to kick out omar from the committee
0,been following you since 2017 ben welcome to another year
0,everyone who sheds the blood of the impious nonjews is as acceptable to god as he who offers a sacrifice to god yalkut 245c extermination of the christians is a necessary sacrificezohar shemothtob shebbe goyyim harog even the best of the goyim gentiles should be killed soferim 15 rule 10
0, isnt he the dude in the 80s who said that a second baby boom would destroy everything we know and love about the world 
0,this is a smart fight the republican party leadership needs to be taught a lesson that ignoring your constituents has consequences
0,joke all u want but brandon is winning and the whole blame is on republican incompetence why these morons couldnt wait till 2025 after getting a republican in the office to push their pro life agenda is beyond me truly the dumbest shit ever
0,hey ben happy new year glad to see you and all the daily wire folks i had assumed the worst that u2oob had done you in congrats on the new puppy later
0,andrew tate is a great example of how a muslim is really like 
0,thank you ben for raising for ukrainians 3
0,ben is such a hack its frightening how are you going to talk about pope benedict and sidestep the fact hes incredibly unliked not because of his traditional views but the fact he protected countless pedophiles from justice and hoarded cash then he moves into a tirade against social media which while i agree with him he advertises his brand on every one of those platforms put your money where your mouth is benny
0,best episode to drop this year
0,talmud quotesa jew should and must make a false oath when the goyim asks if our books contain anything against them when a jew has a gentile in his clutches another jew may go to the same gentile lend him money and in turn deceive him so that the gentile shall be ruined for the property of a gentile according to our law belongs to no one and the first jew that passes has full right to seize it this is in the talmud bens favorite jew book wake up gentiles
0,if it wasnt for trump and the maga crowd republicans would have control of the senate the same crowd is trying to lose the house majority too trump should just stick to his golf game 
0, for threatening my babyunborn and unnamed you aint worth the blood that runs in your veins we all know who did this zuckerberg jack dorsey whoever programmed all these youtube bots and all the billions who have been supporting them for the past 15 years
0,i love how ben attacks the dems for going too far while defending republicans not wanting to go too far
0,im sorry but id rather quote joe biden than give any validation to the most corrupt organization in all of history the catholic church
0,i say we need to applaud andrew tate and push his voice forward and louder ben is just mad because hes to fvcking soft
0,congrats on the baby on the way
0,so biden mightve lied about writing a speech in college and thats the same as lying about going to college ok
0,ehrlich means honest in german tho thats one thing going for paul
0,but they have been sterilizing us by placing atrazine in our water this is why sperm counts and testosterone are plummeting in men and womens menstrual cycles are abnormal and their ability to give birth is dropping
0,ben would reward bad behavior if it meant more authority
0,when ben said this is what a man does all the things he listed andrew tate espouses not the biggest tate guy but he has more conservative opinions than most give him credit for
0, he was a kickboxing champion in light cruiserweight 1865 lbs and lightheavyweight 200 lbs classes not lightweight
0,they want american constitution representative in that position i hope they figure it out
0,i dont know if ben or his staff read the comments but expanding upon the wisdom of pope benedict would have been really helpful im not a christian i dont have the awareness of what his messages or the truth is so the first 30 minutes of the episode really made no sense in effect you were arguing against the narcissistic social media culture which is agreeable but then failing to actually explain what the solution to that is
0,i missed listening to your podcast ben thank you
0,all popes look like sith lords to me give them a black hoodie and find out
0,no wonder more leftists teens and young adult are committing suicide than conservatives
0,pilate asked what is truth psalms answers your righteousness is an everlasting righteousness and your law is truth
0,i have been thinking about depression correlating to people changing thier gender for a long time and i completely agree
0,give it up ben we maga will not vote for desantis that alone seals his fate end of story
0,there will be no backlash the media controls the narrative and the majority of people take what the media says at face value
0,now that the holidays are over bidens approval will start going down holidays and summer approval ratings are usually inflated
0,hey ben you are the new generation
0,swing low in times square swing blades okay high on the intersectie scale all the news that fits the rap
0,pope benedict will forever be remembered for being a former member of hitler youth served in antiaircraft nazi corps then later as cardinal joseph ratzinger helped cover up child sex abuse within the catholic church and due to lawsuits and whistleblowers pope benedict had to make a public apology for mishandling child sex abuse within the church that is benedicts legacy
0,i feel bad for pope benedict xvi was a great pope rip the current pope is a woke pope not real pope how the hell he was elected
0,truth is allah is one and has no sonyou know that well ben denying this is called kufrcovering the truth while you know your orthodox truth as you know it is opposite of that of catholicism as represented by all popes as is found in quranand what is after truth other than waywardness your detouring is disingenuous at best if you can distinguish promoting the wisdom of any pope while knowing for certain the history and dogma many of your audience cannot i am quite sure on judgement day you will not want to be accused of leading your audience astray study tawheed then recant in order to stabilize your character and reputationstatues saints and grave worship is not part of orthodox judaism
0,lawmakers have never shot at a moving target
0,ok ben i agree with alot of your ideas but this pope relocated several child abusing priests so they could continue their abuse and not tarnish the reputation of the church and he was in the hitler youth
0,somolie christian tv ex muslim david wood christian prince are way better sources on andrew tate than anyone on the daily wire
0,benedict was a flawed avatar for conservative and traditional values he chose to ignore hundreds of years of tradition when he resigned as pope he talked a good game but when it came to making the most important decision of his life he chose his will over gods will thats the epitome of the modern left
0,andrew tate converted to islam for money and because it fits with his views of women that should tell you all you need to know about him
0,right like freedom is good and your stupid religion is not lmao
0,ben i love ya as a bro speaking wise but if we get dem bribed mitch mcconnell as leader of the house then us as americans are going to have some really bad issues in the near future and more over those issues will carry out to the vast future sure its dumb to have a congressional fighting amongst each other but im viewing it as somewhat valid to have
0,bet these people werent elected mr adams
0,is paul sterilized did he have children how many trees died to print his book we are just like rome rotting from within
0,ben i listen to what you said on the show about mccarthy so then what does it matter if he is a speaker or not it should not matter if he is a speaker if all republicans have to do is just say no im being sincere in this question
0,eric adams i havent taken a vacation since joe biden stepped into the white house so piss off
0,we all worship something what do you worship yourself food wine sports
0,mazel tov on the pregnancy
0,yes ben the democrats escaped a total election wipeout well done honk honk
0,and democrats just got more votes for speaker the republican party is fucking useless meanwhile the insane democratic party rams thru insanity
0,well then isnt it the fact that theyre scared to have kevin mccarthy as speaker of the house since he would be third in power should something happen to the president and kamala he would be in charge of the country would that not be it or am i wrong
0, i myself tried to have taterelated conversations under a daily wire article but my comments were removed despite not using vulgar language i was disappointed by dws free speech hypocrisy and have canceled my membership shapiro seems to be contradicting a policy under his own website that makes comments disappear despite being against this when twitter does it mr shapiro check on your moderators and the censorship happening by the hands of your own company
0,ben do you know for how many generations jews have predicted that god will give them back their holy land they had to wait a bit didnt they
0,yes the backlash is coming just like the red wave yawn
0,thank you
0,interesting if you skip to the last 15 minutes shapiro calls the freedom caucus idiots for not backing mccarthy
0,this dude literally went on national television and advocated for genociding the human race and only liberals took him seriously the same liberals that whine about how vulnerable communities are under threat from an emerging hitlerian threat
0,and i used to like you all thisthing is just wrong but you started yapping about pope the benedict xvi yes he went back to traditions like covering up for pedophilia i understand why benedict vii was popular in us but for europe he was a little bit yee haa
0,that dog would probably do a better job
0,i think ben needs to make a resolution to stop saying angcient theres no g in the word
0, he didnt say anything maybe i missed the non point that was trying to be made he didnt explain how when we use more based on population and necessity the need for the object doesnt drive up the price due to more people using said object my opinion is we should us government to fullfill necessity because they always inflate
0,maybe you should look to the bible instead of men especially a corrupt pope who calls himself god
0,interesting
0,i do not believe people know the truth about the papacy i am not saying that i am happy he is dead all i am saying is that their are darker truths behind the papacy starting with the phrase vicarious filii dei i invite people to calculate the sum of the phrase through roman numerals i do not recall any scripture saying that we would have a vicar of christ it is already sinful to try to change the day of the lord sabbath to sunday however to push for blue laws so that others will be obligated to as well is worse again this is something that people have known about for a while do not think i am doing this to say that it is good that he is dead i am just being honest about the papacy
0,i enjoy shapiro much more at 75 speed
0,so weve had absolute nut bags in the us really growing strong since the 1960s 3 million people wanted to be fed a book from this lunatic paul ehrlich about how we need to destroy the human population okay you genocidal maniacs go first
0,i saw the picture of you puppy super cute my daughters are jealous
0,walter cronkite fake news before we called it fake news
0,know the truth youll see the counterfeit
0,mccarthy is a democrat he wont say no to joehes part of the problem
0,there is a zero population growth in the west among whites and other ethnicities there is zero population growth in japan and the list goes on and on so what the hell is this guy talking about theres no overpopulation thats an old idea and its been proven false the world is underpopulated
0,the bible wisdom is not fair they dont get checked against critical thinking due to the copout that is child indoctrination and havent been sucessful
0,youre not going to do any good at all framing pope benedict as someone good
0,just started watching the video lets see if ben reads an ad for black rifle coffee company that attacked kyle rittenhouse for defending himself
0,ben for speaker
0,love the show by the way
0,evolution is an antigod religion and the enemy of truth it is based on satans original lie has god really said evolution has no morality but survival of the fittest it is not something you should use when defending the truth
0,its kind of funny to watch ben try to cover all the stuff that has happened in the last 3 weeks while he was gone its almost like there is a good reason to not walk away from the desk for long periods when you have a show that focuses on politics the political zeitgeist
0,balance of nature had zero effect on me at the time i was around 25 and was relatively healthy and took it straight for a few months straight without missing any days also took the recommended amount
0,shapiro honestly doesnt know why really mccarthy is from california he is a defacto dem he wont tell biden no he has the proven record of capitulation to the dems and the left giving the left the wins they want just like mcconnell this really isnt that difficult to understand mccarthy is pelosi light with no ice cream and less vodka
0,happy 2023 ben great to see you again
0,hey ben great show topg andrew tate was in fact in the same weight division as myself in professional kickboxing light heavyweight cruiserweight for the most part
0,i think the leftist will double down on stupidity before they return to eternal truth i hope im wrong
0,i try to be optimistic about things getting better in this country i just hope enough politicians can pull their heads out of each others asses to actually get something beneficial done last thing we need is more republican infighting and stalling while the democratic machine just continues steamroll their destructive policies into effect
0,joe biden 2023 hes 80 so he doesnt look forward to new years anymore ben if the fart thinks hes going to have two terms think again 
